time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,989,1,0,0
2,1,989,1,0,0
3.0,3,987,3,0,0
4.0,3,987,3,0,0
5.0,5,985,5,0,0
6.0,5,985,5,0,0
7.0,6,984,6,0,0
8.0,7,983,7,0,0
9.0,9,981,9,1,0
10.0,12,977,12,2,0
11.0,17,972,17,2,0
12.0,21,968,21,2,0
13.0,22,965,22,2,0
14.0,26,961,26,2,0
15.0,26,959,26,2,0
16.0,30,955,30,3,0
17.0,32,952,32,4,0
18.0,32,951,32,4,0
19.0,35,947,35,4,0
20.0,33,946,33,4,0
21.0,30,944,30,4,0
22.0,26,944,26,4,0
23.0,23,943,23,3,1
24.0,18,943,18,2,2
25.0,16,943,16,2,2
26.0,13,943,13,2,2
27.0,12,942,12,3,2
28.0,11,942,11,3,2
29.0,7,942,7,3,2
30.0,5,942,5,2,3
31.0,2,942,2,1,4
32.0,2,942,2,1,4
33.0,1,942,1,1,4
34.0,1,942,1,1,4
35.0,1,942,1,1,4
36.0,1,942,1,1,4
37.0,1,942,1,1,4
38.0,1,942,1,1,4
39.0,1,942,1,1,4
40.0,1,942,1,1,4
41.0,0,942,0,0,5
42.0,0,942,0,0,5
43.0,0,942,0,0,5
44.0,0,942,0,0,5
45.0,0,942,0,0,5
46.0,0,942,0,0,5
47.0,0,942,0,0,5
48.0,0,942,0,0,5
49.0,0,942,0,0,5
50.0,0,942,0,0,5
51.0,0,942,0,0,5
52.0,0,942,0,0,5
53.0,0,942,0,0,5
54.0,0,942,0,0,5
55.0,0,942,0,0,5
56.0,0,942,0,0,5
57.0,0,942,0,0,5
58.0,0,942,0,0,5
59.0,0,942,0,0,5
60.0,0,942,0,0,5
61.0,0,942,0,0,5
62.0,0,942,0,0,5
63.0,0,942,0,0,5
64.0,0,942,0,0,5
65.0,0,942,0,0,5
66.0,0,942,0,0,5
67.0,0,942,0,0,5
68.0,0,942,0,0,5
69.0,0,942,0,0,5
70.0,0,942,0,0,5
71.0,0,942,0,0,5
72.0,0,942,0,0,5
73.0,0,942,0,0,5
74.0,0,942,0,0,5
75.0,0,942,0,0,5
76.0,0,942,0,0,5
77.0,0,942,0,0,5
78.0,0,942,0,0,5
79.0,0,942,0,0,5
80.0,0,942,0,0,5
81.0,0,942,0,0,5
82.0,0,942,0,0,5
83.0,0,942,0,0,5
84.0,0,942,0,0,5
85.0,0,942,0,0,5
86.0,0,942,0,0,5
87.0,0,942,0,0,5
88.0,0,942,0,0,5
89.0,0,942,0,0,5
90.0,0,942,0,0,5
91.0,0,942,0,0,5
92.0,0,942,0,0,5
93.0,0,942,0,0,5
94.0,0,942,0,0,5
95.0,0,942,0,0,5
96.0,0,942,0,0,5
97.0,0,942,0,0,5
98.0,0,942,0,0,5
99.0,0,942,0,0,5
100.0,0,942,0,0,5
