time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,999,1,0,0
2,1,999,1,0,0
3,1,999,1,0,0
4.0,2,998,2,0,0
5.0,2,998,2,0,0
6.0,2,998,2,0,0
7.0,2,998,2,0,0
8.0,2,998,2,0,0
9.0,2,998,2,0,0
10.0,2,997,2,0,0
11.0,5,994,5,0,0
12.0,12,987,12,0,0
13.0,35,964,35,0,0
14.0,78,920,78,1,0
15.0,147,851,147,3,0
16.0,261,737,261,3,0
17.0,354,644,354,5,0
18.0,416,582,416,5,0
19.0,456,542,456,6,0
20.0,461,536,461,6,0
21.0,464,530,464,7,0
22.0,459,528,459,7,0
23.0,438,526,438,7,0
24.0,396,525,396,8,0
25.0,329,525,329,8,0
26.0,215,525,215,8,0
27.0,124,525,124,8,0
28.0,61,525,61,7,1
29.0,20,525,20,5,3
30.0,14,525,14,5,3
31.0,7,525,7,3,5
32.0,5,525,5,3,5
33.0,2,525,2,2,6
34.0,2,525,2,2,6
35.0,1,525,1,1,7
36.0,1,525,1,1,7
37.0,1,525,1,1,7
38.0,0,525,0,0,8
39.0,0,525,0,0,8
40.0,0,525,0,0,8
41.0,0,525,0,0,8
42.0,0,525,0,0,8
43.0,0,525,0,0,8
44.0,0,525,0,0,8
45.0,0,525,0,0,8
46.0,0,525,0,0,8
47.0,0,525,0,0,8
48.0,0,525,0,0,8
49.0,0,525,0,0,8
50.0,0,525,0,0,8
51.0,0,525,0,0,8
52.0,0,525,0,0,8
53.0,0,525,0,0,8
54.0,0,525,0,0,8
55.0,0,525,0,0,8
56.0,0,525,0,0,8
57.0,0,525,0,0,8
58.0,0,525,0,0,8
59.0,0,525,0,0,8
60.0,0,525,0,0,8
61.0,0,525,0,0,8
62.0,0,525,0,0,8
63.0,0,525,0,0,8
64.0,0,525,0,0,8
65.0,0,525,0,0,8
66.0,0,525,0,0,8
67.0,0,525,0,0,8
68.0,0,525,0,0,8
69.0,0,525,0,0,8
70.0,0,525,0,0,8
71.0,0,525,0,0,8
72.0,0,525,0,0,8
73.0,0,525,0,0,8
74.0,0,525,0,0,8
75.0,0,525,0,0,8
76.0,0,525,0,0,8
77.0,0,525,0,0,8
78.0,0,525,0,0,8
79.0,0,525,0,0,8
80.0,0,525,0,0,8
81.0,0,525,0,0,8
82.0,0,525,0,0,8
83.0,0,525,0,0,8
84.0,0,525,0,0,8
85.0,0,525,0,0,8
86.0,0,525,0,0,8
87.0,0,525,0,0,8
88.0,0,525,0,0,8
89.0,0,525,0,0,8
90.0,0,525,0,0,8
91.0,0,525,0,0,8
92.0,0,525,0,0,8
93.0,0,525,0,0,8
94.0,0,525,0,0,8
95.0,0,525,0,0,8
96.0,0,525,0,0,8
97.0,0,525,0,0,8
98.0,0,525,0,0,8
99.0,0,525,0,0,8
100.0,0,525,0,0,8
