time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,999,1,0,0
2,1,999,1,0,0
3.0,2,998,2,0,0
4.0,4,996,4,0,0
5.0,7,993,7,0,0
6.0,13,987,13,0,0
7.0,20,980,20,2,0
8.0,27,973,27,3,0
9.0,46,954,46,5,0
10.0,84,915,84,7,0
11.0,126,873,126,9,0
12.0,190,809,190,12,0
13.0,288,710,288,28,0
14.0,368,628,368,35,0
15.0,443,550,443,43,0
16.0,528,459,528,57,0
17.0,616,366,616,63,0
18.0,681,295,681,69,0
19.0,720,239,720,76,0
20.0,733,189,733,79,0
21.0,735,145,735,81,2
22.0,695,123,695,80,3
23.0,630,103,630,79,5
24.0,566,90,566,78,7
25.0,504,80,504,77,9
26.0,426,78,426,74,12
27.0,329,72,329,59,28
28.0,259,70,259,52,35
29.0,206,66,206,44,43
30.0,147,64,147,30,57
31.0,104,61,104,24,63
32.0,78,59,78,18,69
33.0,55,56,55,11,76
34.0,41,55,41,8,79
35.0,28,55,28,4,83
36.0,26,55,26,4,83
37.0,20,55,20,3,84
38.0,17,55,17,2,85
39.0,12,55,12,1,86
40.0,10,55,10,1,86
41.0,7,54,7,0,87
42.0,5,54,5,0,87
43.0,2,54,2,0,87
44.0,2,54,2,0,87
45.0,2,54,2,0,87
46.0,2,54,2,0,87
47.0,2,54,2,0,87
48.0,2,54,2,0,87
49.0,2,54,2,0,87
50.0,2,54,2,0,87
51.0,1,54,1,0,87
52.0,1,54,1,0,87
53.0,1,54,1,0,87
54.0,0,54,0,0,87
55.0,0,54,0,0,87
56.0,0,54,0,0,87
57.0,0,54,0,0,87
58.0,0,54,0,0,87
59.0,0,54,0,0,87
60.0,0,54,0,0,87
61.0,0,54,0,0,87
62.0,0,54,0,0,87
63.0,0,54,0,0,87
64.0,0,54,0,0,87
65.0,0,54,0,0,87
66.0,0,54,0,0,87
67.0,0,54,0,0,87
68.0,0,54,0,0,87
69.0,0,54,0,0,87
70.0,0,54,0,0,87
71.0,0,54,0,0,87
72.0,0,54,0,0,87
73.0,0,54,0,0,87
74.0,0,54,0,0,87
75.0,0,54,0,0,87
76.0,0,54,0,0,87
77.0,0,54,0,0,87
78.0,0,54,0,0,87
79.0,0,54,0,0,87
80.0,0,54,0,0,87
81.0,0,54,0,0,87
82.0,0,54,0,0,87
83.0,0,54,0,0,87
84.0,0,54,0,0,87
85.0,0,54,0,0,87
86.0,0,54,0,0,87
87.0,0,54,0,0,87
88.0,0,54,0,0,87
89.0,0,54,0,0,87
90.0,0,54,0,0,87
91.0,0,54,0,0,87
92.0,0,54,0,0,87
93.0,0,54,0,0,87
94.0,0,54,0,0,87
95.0,0,54,0,0,87
96.0,0,54,0,0,87
97.0,0,54,0,0,87
98.0,0,54,0,0,87
99.0,0,54,0,0,87
100.0,0,54,0,0,87
