time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,999,1,0,0
2,1,999,1,0,0
3.0,2,998,2,0,0
4.0,2,998,2,0,0
5.0,2,998,2,0,0
6.0,2,998,2,0,0
7.0,2,998,2,0,0
8.0,2,998,2,0,0
9.0,4,996,4,0,0
10.0,5,994,5,0,0
11.0,7,992,7,0,0
12.0,16,983,16,0,0
13.0,27,971,27,0,0
14.0,51,947,51,0,0
15.0,81,917,81,0,0
16.0,121,877,121,0,0
17.0,175,823,175,0,0
18.0,262,736,262,0,0
19.0,338,658,338,0,0
20.0,456,538,456,0,0
21.0,561,431,561,0,0
22.0,637,346,637,0,0
23.0,690,281,690,0,0
24.0,722,225,722,0,0
25.0,736,181,736,0,0
26.0,730,147,730,0,0
27.0,709,114,709,0,0
28.0,639,97,639,0,0
29.0,574,84,574,0,0
30.0,464,74,464,0,0
31.0,363,68,363,0,0
32.0,283,63,283,0,0
33.0,223,58,223,0,0
34.0,169,56,169,0,0
35.0,126,55,126,0,0
36.0,94,53,94,0,0
37.0,63,51,63,0,0
38.0,47,50,47,0,0
39.0,34,50,34,0,0
40.0,24,50,24,0,0
41.0,18,50,18,0,0
42.0,13,50,13,0,0
43.0,9,49,9,0,0
44.0,7,49,7,0,0
45.0,6,49,6,0,0
46.0,4,49,4,0,0
47.0,2,49,2,0,0
48.0,1,49,1,0,0
49.0,1,49,1,0,0
50.0,1,49,1,0,0
51.0,1,49,1,0,0
52.0,2,49,2,0,0
53.0,1,49,1,0,0
54.0,1,49,1,0,0
55.0,1,49,1,0,0
56.0,1,49,1,0,0
57.0,1,49,1,0,0
58.0,1,49,1,0,0
59.0,1,49,1,0,0
60.0,1,49,1,0,0
61.0,1,49,1,0,0
62.0,0,49,0,0,0
63.0,0,49,0,0,0
64.0,0,49,0,0,0
65.0,0,49,0,0,0
66.0,0,49,0,0,0
67.0,0,49,0,0,0
68.0,0,49,0,0,0
69.0,0,49,0,0,0
70.0,0,49,0,0,0
71.0,0,49,0,0,0
72.0,0,49,0,0,0
73.0,0,49,0,0,0
74.0,0,49,0,0,0
75.0,0,49,0,0,0
76.0,0,49,0,0,0
77.0,0,49,0,0,0
78.0,0,49,0,0,0
79.0,0,49,0,0,0
80.0,0,49,0,0,0
81.0,0,49,0,0,0
82.0,0,49,0,0,0
83.0,0,49,0,0,0
84.0,0,49,0,0,0
85.0,0,49,0,0,0
86.0,0,49,0,0,0
87.0,0,49,0,0,0
88.0,0,49,0,0,0
89.0,0,49,0,0,0
90.0,0,49,0,0,0
91.0,0,49,0,0,0
92.0,0,49,0,0,0
93.0,0,49,0,0,0
94.0,0,49,0,0,0
95.0,0,49,0,0,0
96.0,0,49,0,0,0
97.0,0,49,0,0,0
98.0,0,49,0,0,0
99.0,0,49,0,0,0
100.0,0,49,0,0,0
