time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,1,99,1,1,0
2.0,1,99,1,1,0
3.0,1,99,1,1,0
4.0,3,97,3,1,0
5.0,3,97,3,1,0
6.0,4,96,4,2,0
7.0,7,93,7,2,0
8.0,8,92,8,2,0
9.0,13,87,13,4,0
10.0,19,80,19,5,1
11.0,21,78,21,5,1
12.0,23,76,23,5,1
13.0,31,68,31,7,1
14.0,34,63,34,8,1
15.0,39,58,39,8,1
16.0,39,57,39,8,2
17.0,39,54,39,8,2
18.0,43,49,43,8,2
19.0,41,46,41,7,4
20.0,34,46,34,5,6
21.0,34,44,34,5,6
22.0,38,38,38,6,6
23.0,34,34,34,6,8
24.0,33,30,33,6,9
