time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,999,1,0,0
2,1,999,1,0,0
3,1,999,1,0,0
4,1,999,1,0,0
5,1,999,1,0,0
6,1,999,1,0,0
7,1,999,1,0,0
8,1,999,1,0,0
9,1,999,1,0,0
10,0,999,0,0,0
11,0,999,0,0,0
12,0,999,0,0,0
13,0,999,0,0,0
14,0,999,0,0,0
15,0,999,0,0,0
16,0,999,0,0,0
17,0,999,0,0,0
18.0,1,998,1,0,0
19.0,1,998,1,0,0
20.0,1,998,1,0,0
21.0,2,997,2,0,0
22.0,2,997,2,0,0
23.0,2,997,2,0,0
24.0,2,997,2,0,0
25.0,2,997,2,0,0
26.0,2,997,2,0,0
27.0,2,997,2,0,0
28.0,1,997,1,0,0
29.0,1,997,1,0,0
30.0,1,997,1,0,0
31.0,0,997,0,0,0
32.0,0,997,0,0,0
33.0,1,997,1,0,0
34.0,1,997,1,0,0
35.0,1,997,1,0,0
36.0,1,997,1,0,0
37.0,1,997,1,0,0
38.0,2,996,2,0,0
39.0,2,996,2,0,0
40.0,2,996,2,0,0
41.0,3,995,3,1,0
42.0,7,991,7,1,0
43.0,13,984,13,2,0
44.0,22,975,22,2,0
45.0,39,958,39,2,0
46.0,75,922,75,3,0
47.0,119,878,119,3,0
48.0,188,808,188,3,0
49.0,265,731,265,5,0
50.0,348,648,348,5,0
51.0,441,555,441,5,0
52.0,544,448,544,6,0
53.0,606,380,606,7,0
54.0,666,311,666,7,0
55.0,701,258,701,6,1
56.0,716,208,716,7,1
57.0,704,175,704,6,2
58.0,660,149,660,6,2
59.0,600,134,600,6,2
60.0,533,117,533,5,3
61.0,455,102,455,5,3
62.0,355,96,355,5,3
63.0,290,92,290,3,5
64.0,223,90,223,3,5
65.0,173,87,173,3,5
66.0,125,85,125,2,6
67.0,93,83,93,1,7
68.0,69,81,69,1,7
69.0,56,79,56,1,7
70.0,39,78,39,0,8
71.0,24,78,24,0,8
72.0,20,76,20,0,8
73.0,16,76,16,0,8
74.0,14,76,14,0,8
75.0,11,76,11,0,8
76.0,9,76,9,0,8
77.0,8,75,8,0,8
78.0,6,75,6,0,8
79.0,4,75,4,0,8
80.0,3,75,3,0,8
81.0,3,75,3,0,8
82.0,1,75,1,0,8
83.0,1,75,1,0,8
84.0,1,75,1,0,8
85.0,2,74,2,0,8
86.0,2,74,2,0,8
87.0,1,74,1,0,8
88.0,1,74,1,0,8
89.0,1,74,1,0,8
90.0,1,74,1,0,8
91.0,1,74,1,0,8
92.0,1,74,1,0,8
93.0,1,74,1,0,8
94.0,1,74,1,0,8
95.0,0,74,0,0,8
96.0,0,74,0,0,8
97.0,0,74,0,0,8
98.0,0,74,0,0,8
99.0,0,74,0,0,8
100.0,0,74,0,0,8
