time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,1,99,1,0,0
2.0,1,99,1,0,0
3.0,1,99,1,0,0
4.0,1,99,1,0,0
5.0,1,99,1,0,0
6.0,1,99,1,0,0
7.0,2,98,2,0,0
8.0,4,96,4,0,0
9.0,12,88,12,1,0
10.0,16,83,16,1,0
11.0,20,79,20,2,0
12.0,25,74,25,3,0
13.0,31,68,31,4,0
14.0,40,59,40,6,0
15.0,46,53,46,8,0
16.0,55,44,55,8,0
17.0,59,39,59,8,0
18.0,67,29,67,10,0
19.0,66,23,66,10,0
20.0,65,19,65,10,0
21.0,66,15,66,10,0
22.0,64,13,64,10,0
23.0,60,11,60,9,1
24.0,54,10,54,9,1
25.0,49,10,49,8,2
26.0,40,9,40,7,3
27.0,38,5,38,7,4
28.0,28,5,28,5,6
29.0,20,5,20,3,8
30.0,16,5,16,3,8
31.0,12,5,12,3,8
32.0,8,5,8,1,10
33.0,6,5,6,1,10
34.0,5,5,5,1,10
35.0,5,5,5,1,10
36.0,4,5,4,1,10
37.0,1,5,1,1,10
38.0,1,5,1,1,10
39.0,1,5,1,1,10
40.0,1,5,1,1,10
41.0,0,5,0,0,11
42.0,0,5,0,0,11
43.0,0,5,0,0,11
44.0,0,5,0,0,11
45.0,0,5,0,0,11
46.0,0,5,0,0,11
47.0,0,5,0,0,11
48.0,0,5,0,0,11
49.0,0,5,0,0,11
50.0,0,5,0,0,11
51.0,0,5,0,0,11
52.0,0,5,0,0,11
53.0,0,5,0,0,11
54.0,0,5,0,0,11
55.0,0,5,0,0,11
56.0,0,5,0,0,11
57.0,0,5,0,0,11
58.0,0,5,0,0,11
59.0,0,5,0,0,11
60.0,0,5,0,0,11
61.0,0,5,0,0,11
62.0,0,5,0,0,11
63.0,0,5,0,0,11
64.0,0,5,0,0,11
65.0,0,5,0,0,11
66.0,0,5,0,0,11
67.0,0,5,0,0,11
68.0,0,5,0,0,11
69.0,0,5,0,0,11
70.0,0,5,0,0,11
71.0,0,5,0,0,11
72.0,0,5,0,0,11
73.0,0,5,0,0,11
74.0,0,5,0,0,11
75.0,0,5,0,0,11
76.0,0,5,0,0,11
77.0,0,5,0,0,11
78.0,0,5,0,0,11
79.0,0,5,0,0,11
80.0,0,5,0,0,11
81.0,0,5,0,0,11
82.0,0,5,0,0,11
83.0,0,5,0,0,11
84.0,0,5,0,0,11
85.0,0,5,0,0,11
86.0,0,5,0,0,11
87.0,0,5,0,0,11
88.0,0,5,0,0,11
89.0,0,5,0,0,11
90.0,0,5,0,0,11
91.0,0,5,0,0,11
92.0,0,5,0,0,11
93.0,0,5,0,0,11
94.0,0,5,0,0,11
95.0,0,5,0,0,11
96.0,0,5,0,0,11
97.0,0,5,0,0,11
98.0,0,5,0,0,11
99.0,0,5,0,0,11
100.0,0,5,0,0,11
