time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2,1,199,1,0,0
3,1,199,1,0,0
4,1,199,1,0,0
5,1,199,1,0,0
6,1,199,1,0,0
7,1,199,1,0,0
8.0,2,198,2,0,0
9.0,2,198,2,0,0
10.0,1,198,1,0,0
11.0,2,197,2,0,0
12.0,2,197,2,0,0
13.0,3,196,3,0,0
14.0,5,194,5,0,0
15.0,8,191,8,0,0
16.0,8,191,8,0,0
17.0,8,191,8,0,0
18.0,8,190,8,0,0
19.0,10,188,10,0,0
20.0,11,187,11,0,0
21.0,11,186,11,0,0
22.0,12,185,12,0,0
23.0,13,183,13,1,0
24.0,14,180,14,1,0
25.0,15,176,15,1,0
26.0,19,172,19,1,0
27.0,23,168,23,1,0
28.0,25,165,25,1,0
29.0,26,162,26,1,0
30.0,30,157,30,1,0
31.0,36,150,36,1,0
32.0,41,144,41,2,0
33.0,44,140,44,2,0
34.0,47,134,47,2,0
35.0,53,124,53,3,0
36.0,52,121,52,3,0
37.0,55,113,55,2,1
38.0,57,108,57,2,1
39.0,60,102,60,2,1
40.0,60,97,60,2,1
41.0,57,93,57,2,1
42.0,56,89,56,2,1
43.0,57,84,57,2,1
44.0,55,80,55,2,1
45.0,50,76,50,2,1
46.0,46,76,46,1,2
47.0,39,75,39,1,2
48.0,34,75,34,1,2
49.0,30,72,30,0,3
50.0,28,69,28,0,3
51.0,25,68,25,0,3
52.0,21,68,21,0,3
53.0,19,65,19,0,3
54.0,16,64,16,0,3
55.0,12,64,12,0,3
56.0,12,64,12,0,3
57.0,11,64,11,0,3
58.0,13,62,13,0,3
59.0,10,62,10,0,3
60.0,7,62,7,0,3
61.0,7,61,7,0,3
62.0,7,61,7,0,3
63.0,4,61,4,0,3
64.0,4,60,4,0,3
65.0,4,60,4,0,3
66.0,4,60,4,0,3
67.0,4,60,4,0,3
68.0,2,60,2,0,3
69.0,3,59,3,0,3
70.0,3,59,3,0,3
71.0,2,59,2,0,3
72.0,2,59,2,0,3
73.0,2,59,2,0,3
74.0,1,59,1,0,3
75.0,1,59,1,0,3
76.0,1,59,1,0,3
77.0,2,58,2,0,3
78.0,2,58,2,0,3
79.0,1,58,1,0,3
80.0,1,58,1,0,3
81.0,1,58,1,0,3
82.0,1,58,1,0,3
83.0,1,58,1,0,3
84.0,1,58,1,0,3
85.0,1,58,1,0,3
86.0,1,58,1,0,3
87.0,0,58,0,0,3
88.0,1,58,1,0,3
89.0,1,58,1,0,3
90.0,1,58,1,0,3
91.0,1,58,1,0,3
92.0,1,58,1,0,3
93.0,1,58,1,0,3
94.0,1,58,1,0,3
95.0,1,58,1,0,3
96.0,1,58,1,0,3
97.0,1,58,1,0,3
98.0,0,58,0,0,3
99.0,0,58,0,0,3
100.0,0,58,0,0,3
