time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,197,3,0,0
2.0,3,197,3,0,0
3.0,5,195,5,0,0
4.0,6,194,6,0,0
5.0,8,192,8,0,0
6.0,12,188,12,0,0
7.0,17,183,17,0,0
8.0,30,170,30,0,0
9.0,38,162,38,0,0
10.0,46,153,46,0,0
11.0,51,146,51,0,0
12.0,66,131,66,0,0
13.0,85,110,85,0,0
14.0,106,88,106,1,0
15.0,124,68,124,4,0
16.0,142,46,142,4,0
17.0,149,34,149,4,0
18.0,149,21,149,4,0
19.0,143,19,143,4,0
20.0,138,15,138,4,0
21.0,135,11,135,4,0
22.0,122,9,122,4,0
23.0,104,6,104,4,0
24.0,85,4,85,5,0
25.0,68,4,68,5,0
26.0,46,4,46,5,0
27.0,34,4,34,5,0
28.0,20,4,20,4,1
29.0,17,2,17,1,4
30.0,13,2,13,1,4
31.0,9,2,9,1,4
32.0,7,2,7,1,4
33.0,4,2,4,1,4
34.0,3,2,3,1,4
35.0,3,2,3,1,4
36.0,3,2,3,1,4
37.0,3,2,3,1,4
38.0,2,2,2,0,5
39.0,0,2,0,0,5
40.0,1,2,1,0,5
41.0,1,2,1,0,5
42.0,1,2,1,0,5
43.0,1,2,1,0,5
44.0,1,2,1,0,5
45.0,1,2,1,0,5
46.0,1,2,1,0,5
47.0,1,2,1,0,5
48.0,1,2,1,0,5
49.0,1,2,1,0,5
50.0,0,2,0,0,5
51.0,0,2,0,0,5
52.0,0,2,0,0,5
53.0,0,2,0,0,5
54.0,0,2,0,0,5
55.0,0,2,0,0,5
56.0,0,2,0,0,5
57.0,0,2,0,0,5
58.0,0,2,0,0,5
59.0,0,2,0,0,5
60.0,0,2,0,0,5
61.0,0,2,0,0,5
62.0,0,2,0,0,5
63.0,0,2,0,0,5
64.0,0,2,0,0,5
65.0,0,2,0,0,5
66.0,0,2,0,0,5
67.0,0,2,0,0,5
68.0,0,2,0,0,5
69.0,0,2,0,0,5
70.0,0,2,0,0,5
71.0,0,2,0,0,5
72.0,0,2,0,0,5
73.0,0,2,0,0,5
74.0,0,2,0,0,5
75.0,0,2,0,0,5
76.0,0,2,0,0,5
77.0,0,2,0,0,5
78.0,0,2,0,0,5
79.0,0,2,0,0,5
80.0,0,2,0,0,5
81.0,0,2,0,0,5
82.0,0,2,0,0,5
83.0,0,2,0,0,5
84.0,0,2,0,0,5
85.0,0,2,0,0,5
86.0,0,2,0,0,5
87.0,0,2,0,0,5
88.0,0,2,0,0,5
89.0,0,2,0,0,5
90.0,0,2,0,0,5
91.0,0,2,0,0,5
92.0,0,2,0,0,5
93.0,0,2,0,0,5
94.0,0,2,0,0,5
95.0,0,2,0,0,5
96.0,0,2,0,0,5
97.0,0,2,0,0,5
98.0,0,2,0,0,5
99.0,0,2,0,0,5
100.0,0,2,0,0,5
