time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,5,995,5,0,0
2.0,16,984,16,1,0
3.0,35,965,35,1,0
4.0,55,945,55,3,0
5.0,93,907,93,3,0
6.0,143,857,143,4,0
7.0,235,765,235,7,0
8.0,330,670,330,13,0
9.0,429,571,429,13,0
10.0,530,469,530,16,0
11.0,599,396,599,16,0
12.0,660,325,660,20,0
13.0,694,272,694,21,0
14.0,726,222,726,23,0
15.0,730,180,730,23,0
16.0,711,149,711,22,1
17.0,642,129,642,22,1
18.0,564,116,564,20,3
19.0,483,98,483,20,3
20.0,392,89,392,20,4
21.0,319,86,319,18,7
22.0,251,81,251,12,13
23.0,200,80,200,12,13
24.0,149,80,149,9,16
25.0,110,77,110,9,16
26.0,76,76,76,5,20
27.0,55,76,55,4,21
28.0,41,75,41,3,23
29.0,23,75,23,3,23
30.0,16,74,16,3,23
31.0,14,74,14,3,23
32.0,9,74,9,3,23
33.0,8,74,8,3,23
34.0,7,74,7,2,24
35.0,3,74,3,1,25
36.0,3,73,3,1,25
37.0,3,73,3,1,25
38.0,3,73,3,1,25
39.0,3,73,3,1,25
40.0,2,73,2,1,25
41.0,2,73,2,1,25
42.0,1,73,1,0,26
43.0,2,73,2,0,26
44.0,2,73,2,0,26
45.0,2,73,2,0,26
46.0,1,73,1,0,26
47.0,1,73,1,0,26
48.0,1,73,1,0,26
49.0,1,73,1,0,26
50.0,1,73,1,0,26
51.0,1,73,1,0,26
52.0,1,73,1,0,26
53.0,0,73,0,0,26
54.0,0,73,0,0,26
55.0,0,73,0,0,26
56.0,0,73,0,0,26
57.0,0,73,0,0,26
58.0,0,73,0,0,26
59.0,0,73,0,0,26
60.0,0,73,0,0,26
61.0,0,73,0,0,26
62.0,0,73,0,0,26
63.0,0,73,0,0,26
64.0,0,73,0,0,26
65.0,0,73,0,0,26
66.0,0,73,0,0,26
67.0,0,73,0,0,26
68.0,0,73,0,0,26
69.0,0,73,0,0,26
70.0,0,73,0,0,26
71.0,0,73,0,0,26
72.0,0,73,0,0,26
73.0,0,73,0,0,26
74.0,0,73,0,0,26
75.0,0,73,0,0,26
76.0,0,73,0,0,26
77.0,0,73,0,0,26
78.0,0,73,0,0,26
79.0,0,73,0,0,26
80.0,0,73,0,0,26
81.0,0,73,0,0,26
82.0,0,73,0,0,26
83.0,0,73,0,0,26
84.0,0,73,0,0,26
85.0,0,73,0,0,26
86.0,0,73,0,0,26
87.0,0,73,0,0,26
88.0,0,73,0,0,26
89.0,0,73,0,0,26
90.0,0,73,0,0,26
91.0,0,73,0,0,26
92.0,0,73,0,0,26
93.0,0,73,0,0,26
94.0,0,73,0,0,26
95.0,0,73,0,0,26
96.0,0,73,0,0,26
97.0,0,73,0,0,26
98.0,0,73,0,0,26
99.0,0,73,0,0,26
100.0,0,73,0,0,26
