time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,999,1,0,0
2,1,999,1,0,0
3,1,999,1,0,0
4,1,999,1,0,0
5,1,999,1,0,0
6,1,999,1,0,0
7,1,999,1,0,0
8,1,999,1,0,0
9,1,999,1,0,0
10,0,999,0,0,0
11,0,999,0,0,0
12,0,999,0,0,0
13,0,999,0,0,0
14,0,999,0,0,0
15,0,999,0,0,0
16,0,999,0,0,0
17.0,1,998,1,0,0
18.0,1,998,1,0,0
19.0,1,998,1,0,0
20.0,1,998,1,0,0
21.0,3,996,3,0,0
22.0,3,996,3,0,0
23.0,3,996,3,0,0
24.0,3,996,3,0,0
25.0,4,995,4,0,0
26.0,4,995,4,0,0
27.0,3,995,3,0,0
28.0,3,995,3,0,0
29.0,3,995,3,0,0
30.0,3,995,3,0,0
31.0,1,995,1,0,0
32.0,2,994,2,0,0
33.0,2,994,2,0,0
34.0,4,992,4,0,0
35.0,4,991,4,0,0
36.0,5,990,5,0,0
37.0,6,989,6,0,0
38.0,7,988,7,0,0
39.0,11,984,11,0,0
40.0,16,979,16,3,0
41.0,24,971,24,4,0
42.0,29,965,29,4,0
43.0,49,945,49,4,0
44.0,68,924,68,5,0
45.0,83,908,83,5,0
46.0,98,892,98,5,0
47.0,129,860,129,6,0
48.0,163,825,163,9,0
49.0,194,790,194,10,0
50.0,222,760,222,14,0
51.0,240,735,240,17,0
52.0,267,702,267,23,0
53.0,285,664,285,24,0
54.0,291,635,291,22,3
55.0,299,610,299,21,4
56.0,320,573,320,22,4
57.0,317,545,317,22,4
58.0,312,517,312,24,5
59.0,299,496,299,25,5
60.0,293,476,293,26,5
61.0,290,456,290,27,6
62.0,278,438,278,25,9
63.0,250,428,250,24,10
64.0,232,414,232,21,14
65.0,210,408,210,18,17
66.0,176,400,176,14,23
67.0,157,390,157,13,24
68.0,138,383,138,12,25
69.0,121,380,121,12,25
70.0,108,373,108,12,26
71.0,96,367,96,13,26
72.0,80,363,80,10,29
73.0,75,357,75,9,30
74.0,64,354,64,10,31
75.0,59,351,59,8,33
76.0,53,350,53,7,34
77.0,46,347,46,7,34
78.0,38,347,38,6,35
79.0,35,347,35,6,35
80.0,28,346,28,4,37
81.0,25,344,25,4,37
82.0,21,344,21,4,37
83.0,16,343,16,4,37
84.0,14,343,14,3,38
85.0,10,343,10,2,39
86.0,9,343,9,2,39
87.0,6,343,6,2,39
88.0,6,341,6,0,41
89.0,7,340,7,0,41
90.0,6,340,6,0,41
91.0,4,340,4,0,41
92.0,4,340,4,0,41
93.0,3,340,3,0,41
94.0,3,340,3,0,41
95.0,3,340,3,0,41
96.0,5,338,5,0,41
97.0,5,338,5,0,41
98.0,4,337,4,0,41
99.0,3,337,3,0,41
100.0,3,337,3,0,41
